tweet,bencana
pagi dah gulung celana terjang banjir dingin,banjir
gempanya kenceng juga ya gw ampe mau muntah,gempa
gegara longsor bukannya belajar siswa malah disuruh rapihin bekas longsoran capek banget mana seragam gue kena adoh diomelin dah,longsor
semoga masyarakat palu mamuju donggal yg terkena dampak langsumg gempa amp tsunami selalu dlm lindungan allah swt amp diberi kesabaran,lainnya
kehujanan kejebak banjir dimana mana,banjir
dirumah gw gempa kenceng banget geng,gempa
aku sm keluargaku tuh kejebak gitu mo jalan kedepan ada longsor mo puter balik ada longsor juga jadi yaudahlah,longsor
video tsunami setinggi meter terjang kota palu sekarang sudah tidak ada tsunami tapi warga waspada gempa susulan lewat,lainnya
lebaran malah banjir aduh capek deh,banjir
gempa dirumah udah kaya naek wahana di dufan,gempa
perkara longsor jadi jajan di kereta dah gua mana mahal banget,longsor
berita tentang gempa di palu share berita ini buat informasi tentang gempa di palu,lainnya
gara banjir jam segini msh kejebak macet di daan mogot,banjir
lagi ngaji di masjid tiba tiba gempa,gempa
lumutan gue dikereta grgr longsor,longsor
breaking korban gempa dan tsunami sulteng orang berdukacita dan berdoa untuk korban dan keluarganya semoga dikuatkan diberikan ikhlas dan tabah lewat,lainnya
semoga besok banjir nya tmbh tinggi deh,banjir
gempa kenceng banget genteng rumah gw ampe jebol,gempa
pernah ga sih ngerasain kereta diem gitu karna nunggu longsoran gaenak banget,longsor
ratusan korban gempa palu terjebak dalam mal dan hotel yang ambruk lewat,lainnya
hari ini rumah gue udah banjir cape ngepelinnya,banjir
udah dibilangin mending tunda aja jalanny tapi ngeyel gini kan jadinya macet cuma buat nungguin longsor,longsor
melakukan pencarian korban akibat gempa amp tsunami mengidentifikasi titik parah akibat runtuhan gedung atau rumah serta pinggiran pantai akibat tsunami c segera mengevakuasi masyarakat ke titik aman,lainnya
ribet bgt yaa pagi udh bikin gue emosi dengan adanya banjir,banjir
merinding banget aku liat tanah longsor depan mata untung ga ada korban,longsor
liat video gempa di palu jadi inget dulu pas ngrasain gempa di jogja,lainnya
sampah nih komplek ujan dkit banjir jalanan ngegenang,banjir
kyak gini gaes longsor dampak ujan tadi malam,longsor
wna jadi korban bencana gempa dan tsunami di palu dan donggala belum ketahuan nasibnya lewat,lainnya
jakarta mulai banjir lagi siap ngungsi dikantor,banjir
baru tau ada musim longsor kaya skrg,longsor
untuk donasi bantuan korban gempa tsunami sulawesi tengah dapat melalui yang berkolaborasi dengan insyaallah tersalurkan,lainnya
banjir gak surut malah tambah naik kayaknya,banjir
gaes boleh minta bantuannya ga di kayu manis cilebut ada longsor parah banget tolong viralin dong,longsor
ternyata gempa dan tsunami sudah akrab dengan indonesia menarik bukan akrab dengan siksanya loh ya,lainnya
menerobos banjir demi perut,banjir
untung ga begitu parah sih longsornya soalnya dipinggir jalan cuma mesti hati jg,longsor
gempa amp tsunami mengucapkan selamat datang sbyjk sementara di gempa amp tsunami mengucapkan selamat tinggal jokowijk,lainnya
di depan rumah udh ada posko banjir,banjir
jalan tanjakan rahoh longsor,longsor
kata korban gempa di ntb janji pusat nyaris palsu apa palsu hoax,lainnya
parah banjir makin tinggi aja nih,banjir
serem abis liat korban longsor jadi parno sendiri,longsor
terimakasih buat kawankawan chelsea indonesia supporters club dari penjuru nusantara yang sudah berpartisipasi meringankan beban masyarakat terdampak gempa amp tsunami di palu donggala sigi,lainnya
tinggal di perumahan elit tapi banjir,banjir
tadi abis ngelewatin jalan yang retak karna ada longsor ngeri sedap euy,longsor
kamis pagi oktober sudah disalurkan langsung kepada warga masyarakat yang terdampak gempa dan tsunami paludonggala dan sigi,lainnya
bikin males kuliah kalo banjir gini,banjir
grgr galian jadi longsor giliran disalahin gamau,longsor
kata korban gempa ntb janji pusat nyaris palsu,lainnya
bu dosen ijin gaikut kuliah rumah banjir sedengkul,banjir
kalo longsor gini perusahaan mo tanggung jawab ga sih,longsor
alhamdulilah barusan sesudah sholat jumat langsung shalat sunat ghaib buat korban gempa tsunami d palu donggala sulawesi tengah semoga korban semua d beri keselamatan juga ketabahan amiiin,lainnya
yang bener aja didalem rumah banjir sebetis gini,banjir
abis liat video detik longsor serem untung rumahku dikota,longsor
sebelumnya katanya air pasang biasa bang cuma pas selang beberapa waktu bmkg bilang tsunami dan tsunami tsbt bukan karena gempa mungkin bis di cek akun sutopopn,lainnya
di perumahan gw udah masuk kedalem rumah banjirnya,banjir
bisanya ada longsor bukannya bantuin korban dulu malah divideoin,longsor
gelombang air tinggi terjang banten inilah penyebab utama tsunami nih apa saja yg bisa memicu tsunami bukan hanya gempa lewat,lainnya
kalo ga karna kuliah males banget berangkat banjir gini,banjir
tadi di palopo ada longsor untung warganya cepat tanggap sih mungkin karna dah biasa,longsor
anyer hanya fenomena gelombang pasang biasa bukan tsunami tidak ada catatan gempa namun baiknya jauhi pinggir pantai prakirawan bmkg ahmad rivani dari siaran live,lainnya
banjir udah masuk rumah setinggi dada tolong jemput,banjir
bekas longsor dijadiin sledingan ada aja bocil dikampung gue mah,longsor
itulah jawaban org dungu tdk tau sebab akibat dri pd pilihan tersebut smua ada alurnya dan saling bersinergi mas presiden tanpa kekuatan di parlemen akan lemahibarat gedung tinggi lantai tanpa di dukung pandasi yg kuat mudah ambruk atau rentan terhadap getaran gempa,lainnya
nih rumah udah kaya kolam penuh air banjir,banjir
bogor mah udah biasa sebenernya longsor mah beritanya aja digedein heran,longsor
sosialisasi dan simulasi penanganan bencana gempa dan kebakaran di kampus kerjasama universitas negeri jakarta lpbi nu dki jakarta dinas penanggulangan kebakaran dan penyelamatan dki jakarta april,lainnya
bang balik dong rumah udah banjir sebetis,banjir
baru kali ini longsor ada korban namanya usia ga ada yang tau ya,longsor
semoga saudara kita yg kena bencana gempa dilindungi alloh sbbekana wataala amin,lainnya
maen banjir di depan kos enak banget,banjir
kalo bisa bumi dijaga ajalah udah tua gini banyk longsor,longsor
peringatan dini tsunami yang disebabkan oleh gempa mag sr tanggal apr wib dinyatakan telah berakhirbmkg it cancelled,lainnya
sini ke kos gw banjir sedengkul,banjir
enak orang kota mah ga ngerasain longsor gue kyak udah pertunjukan tiap bulan,longsor
respon gempa halmahera sesampai di lokasi tim rescue hi menyambangi para pengungsi warga terdampak sementara mereka harus tinggal ditendatenda sederhana sambil menunggu bantuan datang kebutuhan mendesak,lainnya
ngungsi ke kos temen gara gara banjir udah masuk ke rumah,banjir
syukur deh di jalan lintas palembangsekau udah mulai dipasangin rambu rawan longsor,longsor
kalau bisa gempa dengan skala berapa pun di munculin di aplikasi min,lainnya
motor mogok kerendem banjir untung masih bisa pulang,banjir
akses jalan jadi putus karna ada longsor mau gimana lagi,longsor
kemenkes korban gempa palu telah mendapat pelayanan medis,lainnya
banjir nyiksa banget sih capek,banjir
ada aja manusia mereka yang eksploitasi alam berlebihan giliran ada longsor gini yang disalahin alam,longsor
kemenkes korban luka gempa palu alami patah tulang terbuka dengan infeksi,lainnya
semoga banjir lekas surut,banjir
pemuda palembang lagi ngumpulin donasi buat bencana tanah longsor kalo ada yang mo bantu juga bisa kontak cp gais,longsor
cari suara bangett anggota dpr rame potong gaji untuk korban gempa sinabung,lainnya
tangerang hujan deres bonus banjir,banjir
orang pada ngira gue korban longsor padahal mah jatoh karna panik,longsor
gempa pasti berhenti banjir pasti surut hujan pasti reda badai pasti berlalu sing sabar yaa segala ada akhirnya,lainnya
mau nangis di jalan ujan gede banjir bawaan gue segini,banjir
seneng banget banyak relawan yg dateng buat bantu kena longsoran,longsor
semoga gempa yang hampir terasa merata dijawa tidak menimbulkan bencana atau korban amin,lainnya
emperan nya terus kena banjir,banjir
dilibuin panjang karna sekolah kena longsor parah banget gatau mo seneng apa sedih,longsor
indonesia lengkap bener bencananye dr banjir tanah longsor gunung meletus ampe gempa bumi ini semua adl teguran dr allah swt,lainnya
pulang pulang nemu rumah udah banjir dong,banjir
tadi abis liat separuh jalan ilang gitu karna longsor herannya masih ada aja yg lewatin,longsor
siwon super junior pernah ditemukan sedang berdoa sambil menangis saat terjadi gempa di cina,lainnya
bermain dengan banjir,banjir
lain kali mending naik pesawat aja ya naik mobil udah lama kena longsor makin lama,longsor
gedung ini gedung terbaik di ri gempa skala riter pun insya allah gk retak tsi bri,lainnya
menerjang banjir demi mie ayam ceker,banjir
jalanan yang mo dilewatin ada longsor gitu trus karna ga ada alternatif jadi nginep dirumah warga untung warganya baek,longsor
guys mimin kasih tau nih gimana cara kita melindungi diri saat terjadi gempa btw tetap tenang ya temanteman tetap waspada terhadap keselamatan diri kita dan orang sekitar,lainnya
akses keluar rmh banjir semua muter cari jalan macet alhasil ketingalan,banjir
jadi jalanan mo ke pagar alam kan kelak kelok gitu nah itu banyak tebing dan ada yang longsor jadi ya susah mo lewat mana,longsor
idealnya sih krn di negeri ini berada di kawasan rawan bencana perlu sekali smua warganya tanpa terkecuali tau tata cara menghadapi bencana ini penting dan gak bisa ditawar lagi wajib hukumnya,lainnya
bangun tidur kosan banjir semua,banjir
bogor terancam longsor,longsor
assalamualaikum kemanusiaan laznas ydsf mengajak anda untuk ikut berpartisipasi membantu korban gempa wilayah ntb,lainnya
udah mulai banjir aja terus gimana kerjanya,banjir
cuma bisa ngeluh aja longsor gini mo ngadu kesiapa coba,longsor
semoga korban gempa bumi lombok diberi kekuatan tabah dan sabar amiin,lainnya
pulang kerumah liat keadaan rumah abis kena banjir bingung mau beresin,banjir
ini harus rumah kadesnya kalo ya yang kena longsor dulu baru mo bertindak kok acuh aja,longsor
insya allah segera berakhir gempa susulannya,lainnya
lagi lagi kantin banjir,banjir
orang kok betah aja tinggal ditempat rawan longsor kalo gue mah udah was,longsor
semoga tidak terjadi gempa lagi di lombok semoga masyarakat disana diberikan ketabahan dan kekuatan ya allah berikan keselamatan pd saudara saudara kami disana,lainnya
pulang dari caffe banjir and macet,banjir
semenjak kejadian longsor dua tahun lalu jadi takut mo kekampung,longsor
foto foto pasca gempa lombok dari warga disana,lainnya
mogok di tengah banjir,banjir
udh jd resiko tinggal di daerah pegunungan kena longsor,longsor
gempa di lombok foto dari warga disana ke,lainnya
gara banjir saya mengungsi,banjir
gw lg di bandung ni sial bgt ktemu longsor,longsor
bangun langsung baca ada gempa di bali semoga semuanya baik baik saja everything ok,lainnya
naek grobak menyebrangi banjir,banjir
baru bgn pager rumah baru eh udh kena longsor lg aj cape deh,longsor
subhanallah media di dunia ttg gempa di lombok makin banyak doa kekuatan dan bantuan lainnya buat nguatin warga di lombok aamiin,lainnya
di rumah banjir sepaha di luar rumah sepinggang,banjir
baru kmrn ad longsor dkat rmh gw eh giliran rmh lu yg kena,longsor
berdoa yg terbaik utk bali dan lombok turut berdukacita atas korban gempa lombok,lainnya
banjir tak terhindarkan di pagi ini di komplek saya,banjir
gagal gawe dah gara ad longsor didpn,longsor
ada satu akun yg membuat gue jijik dan kesel disaat bencana seperti ini masih bisa dia berkomentar kayak dia pikir gempa bumi salah satu bencana alam yg manusia buat,lainnya
hujan hadeh banjir seleher lagi aja rmh gw,banjir
longsor buat semua jd barabe,longsor
disaat rakyat indonesia sedang sibuk bantu lombok yg sedang mengalami musibah gempa ternyata si wowo dan kroninya lg sibuk sendiri lg cari kekuasaan,lainnya
yaudah renang gih mak liatin air banjir dpn rumah,banjir
susah amat ya dpt bantuan korban longsor pdhl udh parah gini,longsor
baru saja terjadi lagi gempa susulan di lombok ayo ikut bahu membahu membantu meringankan beban penderitaan saudarasaudara kita bersamasama dengan mengirimkan donasi terbaik anda,lainnya
pagi udh melewati banjir berenang aku sampe kampus basah,banjir
tolong pak walikota kita butuh bantuan pangan utk korban longsor,longsor
turut berduka utk saudara kita korban gempa aceh,lainnya
hujan deres banget banjir naek lagi,banjir
plg ngajar les jln pada ditutup ternyata ad longsor,longsor
inalilahi wainailaihirojiun turut berduka cita lagi buat nepal yg di landa gempa lagi,lainnya
ci masih banjir lagi bete,banjir
gws nepal korban akibat gempa di nepal capai lebih dari jiwa,lainnya
efek hujan seharian rumah gw dikepung banjir,banjir
korban tewas gempa nepal bertambah jadi orang astagfirullah,lainnya
banjir parah di taman burung sepaha orang dewasa,banjir
the guardian korban tewas akibat gempa nepalmari selipkan doa malam sebelum tidur utk mereka alfatihah,lainnya
memang jemuran gw gak kering jalanan banjir rumah bocor,banjir
jangan biarkan mereka falling in love gajah dapat menciptakan gempa mini saat sedang jatuh cinta,lainnya
mikir banjir kapan surutnya ya,banjir
sekalian simulasi gempa konyol ice bucket challenge pakai seember puing terinspirasi dari,lainnya
jalam rusak krn banjir bikin macet jadi semuanya,banjir
salam rimba jangan lupa abang mpok besok acara regenerasi gempa untuk anggota harap hadir pukul pakaian formal terimakasih,lainnya
gara rumah banjir semalem kudu ngungsi,banjir
ketika khatib berkutbah dengan lantang meledaknya pesawat airasia amp gempa bumi di at masjid arrahman,lainnya
hujan sebentar banjir depan pasar,banjir
mih azab kaum luth apa gempa dasyat azab kaum nabi nuh apa banjir besar klo yg at tampaksiring,lainnya
alhamdulillah disini malah yang banjir,banjir
thanks gempa adventure,lainnya
kamar kosan banjir pemirsa,banjir
cuma bikin petisi di simulasi gempa langsung mual with untung widodo at,lainnya
banjir setinggi ban motor,banjir
lihat postingan hasil kerusakan gempa di manado jadi keingat teman yang skolah di sana,lainnya
banjir pengen nyebur,banjir
abis konser sama si mamang tobay suara serak serak jibreg banjir gempa segala w toby at queenbeer galaxy,lainnya
didepan rumah aja udah banjir kaya gini,banjir
semangat ya buat adik adik gempa semoga makin solid dan kompak agustus selamat menempuh beberapa kegiatan,lainnya
baru ngerasain yang namanya banjir banjiran,banjir
ramah tamah pembina gempa perintis gempa dan kaluni gempa,lainnya
jalanannya pada banjir kan gimana jalan belinya,banjir
masih perlukah air mata untuk menangisi dunia yang slalu di landa bencana macam malah petaka gempa bumi banjir badai topan yg selalu membawa,lainnya
kejebak banjir alhasil masih belum bisa pulang,banjir
sendirian di simulasi gempa with margaret and at pic,lainnya
kamarnya smpe banjir bgini,banjir
semangat gempa hari ini mengikuti lomba climbing di uhamka dengan menurunkan orang cewek dan orang cowok,lainnya
banjir di luar rumah sepinggang orang dewasa tapi di dalam rumah sedada orang dewasa,banjir
pray for aceh gempa guncang aceh singkil warga berhamburan keluar rumah,lainnya
baru pertama kali kelas banjir,banjir
ngeri disini mah kalo ada truk lewat lantainya goyang masa kek gempa,lainnya
rumah gua tapinya banjir gua sedih,banjir
